SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-14-2022,Vacant Land,S Honu St,Pahoa,HI,96778,19900,,,Hawaiian Shores Subdivision,,15246.0,,,,,Sold,,,https://www.redfin.com/HI/PAHOA/S-HONU-ST-96778/home/88442885,HI Information Service,661113.0,N,Y,19.535107,-154.913332
PAST SALE,October-12-2022,Vacant Land,15-2795 S Manini St,Pahoa,HI,96778,22000,,,Hawaiian Shores Recreational Estates,,12040.0,,,,33.0,Sold,,,https://www.redfin.com/HI/Pahoa/15-2795-Manini-St-96778/home/88401858,HI Information Service,664742.0,N,Y,19.5454003,-154.898797
PAST SALE,September-8-2022,Vacant Land,92-8637 Koa Ln,Ocean View,HI,96737,27000,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8637-Koa-Ln-96704/home/179496139,HI Information Service,661974.0,N,Y,19.1286174,-155.7520071
PAST SALE,August-24-2022,Vacant Land,92-1473 Walaka Dr,Ocean View,HI,96737,55000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-1473-Walaka-DR-96737/home/174786780,HI Information Service,662717.0,N,Y,19.08550859,-155.76160871
PAST SALE,October-13-2022,Vacant Land,4ocean View Pkwy Lot 4ocean,Ocean View,HI,96737,9450,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/4ocean-View-PKWY-96737/unit-4ocean/home/181425037,HI Information Service,665054.0,N,Y,19.12614898,-155.74860971
PAST SALE,September-21-2022,Vacant Land,92-8279 Pikake Ln,Ocean View,HI,96737,7000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8279-Pikake-LN-96737/home/180566074,HI Information Service,663359.0,N,Y,19.14067855,-155.72509522
PAST SALE,October-27-2022,Vacant Land,Kalakaua Ln,Ocean View,HI,96737,11000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/Kalakaua-LN-96737/home/178963950,HI Information Service,659344.0,N,Y,19.14126622,-155.72885226
PAST SALE,November-4-2022,Vacant Land,92-1661 Sea Breeze Pkwy,Ocean View,HI,96737,29000,,,Hove,,21780.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-1661-Sea-Breeze-Pkwy-96704/home/182267483,HI Information Service,665901.0,N,Y,19.1015474,-155.7800723
PAST SALE,August-17-2022,Vacant Land,12 Lehua Ln Lot 12,Ocean View,HI,96737,10975,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/12-Lehua-Ln-96704/unit-12/home/180445532,HI Information Service,663673.0,N,Y,19.1125963,-155.7812009
PAST SALE,October-11-2022,Vacant Land,92-8857 Lehua Ln,Ocean View,HI,96704,15997,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-Lehua-Ln-96704/home/64002436,HI Information Service,660633.0,N,Y,19.1125963,-155.7812009
PAST SALE,September-2-2022,Vacant Land,Hove Lot 2,Ocean View,HI,96737,5264,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8979-Lehua-Ln-96737/unit-2/home/148240016,HI Information Service,662393.0,N,Y,19.1065411,-155.7803103
PAST SALE,August-31-2022,Vacant Land,Hove Lot 1,Ocean View,HI,96737,5264,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8979-Lehua-Ln-96737/unit-1/home/173795996,HI Information Service,662389.0,N,Y,19.1065411,-155.7803103
PAST SALE,August-31-2022,Vacant Land,Hove Lot 3,Ocean View,HI,96737,5264,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/HOVE-96737/unit-3/home/148214849,HI Information Service,662392.0,N,Y,19.13413134,-155.73595794
PAST SALE,September-2-2022,Vacant Land,Hove Lot 4,Ocean View,HI,96737,5264,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/Hove-96737/unit-4/home/148247375,HI Information Service,662394.0,N,Y,19.13421605,-155.73571624
PAST SALE,September-19-2022,Vacant Land,92-1820 Ocean View Pkwy,Ocean View,HI,96737,15000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-Oceanview-Pkwy-96737/home/79185808,HI Information Service,661262.0,N,Y,19.1159623,-155.7824565
PAST SALE,October-7-2022,Vacant Land,Ehiku Ave,Captain Cook,HI,96704,36500,,,Milolii Beach Lots Subdivision,,7500.0,,,,,Sold,,,https://www.redfin.com/HI/South-Kona/Ehiku-Ave-96704/home/64016011,HI Information Service,664549.0,N,Y,19.20732347,-155.89821631
PAST SALE,September-30-2022,Vacant Land,Maunaloa Ave,Captain Cook,HI,96704,95000,,,Milolii Beach Lots Subdivision,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/South-Kona/Mauna-Loa-Ave-96704/home/79237898,HI Information Service,664395.0,N,Y,19.20252313,-155.88263916
PAST SALE,October-19-2022,Vacant Land,Catamaran Ln Lot 10,Ocean View,HI,96737,15000,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/10-Catamaran-Ln-96771/unit-10/home/79176674,HI Information Service,659641.0,N,Y,19.1047577,-155.7585865
PAST SALE,August-31-2022,Vacant Land,24 Catamaran Ln Lot 24,Ocean View,HI,96737,10500,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/24-Catamaran-Ln-96771/unit-24/home/85820502,HI Information Service,663379.0,N,Y,19.1047577,-155.7585865
PAST SALE,August-26-2022,Vacant Land,Iolani Ln,Ocean View,HI,96737,18000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/Iolani-Ln-Unknown/home/146040358,HI Information Service,661723.0,N,Y,19.10001449,-155.80131162
PAST SALE,September-14-2022,Condo/Co-op,600 Ala Moana Blvd Unit S303,Honolulu,HI,96813,38000,0.0,,Kakaako,29.0,,2016.0,,1310.0,,Sold,,,https://www.redfin.com/HI/Honolulu/600-Ala-Moana-Blvd-96813/unit-s303/home/179330870,HiCentral MLS,202208638.0,N,Y,21.2990556,-157.8619622
PAST SALE,August-31-2022,Vacant Land,Hove Lot 11,Ocean View,HI,96737,5264,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/Hove-96704/unit-11/home/145124792,HI Information Service,662387.0,N,Y,19.13368702,-155.73675786
PAST SALE,September-2-2022,Vacant Land,Hove Lot 9,Ocean View,HI,96737,5264,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/Hove-96737/unit-9/home/148227164,HI Information Service,662390.0,N,Y,19.13400872,-155.73687318
PAST SALE,September-23-2022,Vacant Land,92-9002 Reef Cir Makai,Ocean View,HI,96737,12200,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8753-Reef-Cir-Makai-96737/home/146504203,HI Information Service,663381.0,N,Y,19.1253095,-155.7594209
PAST SALE,August-24-2022,Vacant Land,11 Koa Ln Lot 11,Ocean View,HI,96737,10225,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/Koa-Ln-96704/unit-11/home/148271556,HI Information Service,663382.0,N,Y,19.14941035,-155.75817806
PAST SALE,October-27-2022,Vacant Land,92-8985 Paradise Pkwy,Ocean View,HI,96737,13000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8985-Paradise-Pkwy-96704/home/182520454,HI Information Service,666260.0,N,Y,19.1126256,-155.7741896
PAST SALE,October-21-2022,Vacant Land,92-1936 Cocoanut Dr,Ocean View,HI,96737,27000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-1936-Cocoanut-Dr-96737/home/148253210,HI Information Service,664405.0,N,Y,19.11159303,-155.77013195
PAST SALE,October-11-2022,Vacant Land,14-3501 Kona Rd,Pahoa,HI,96778,43000,,,Nanawale Estates Subdivision,,48613.0,,,,,Sold,,,https://www.redfin.com/HI/Pahoa/14-3501-Kona-Rd-96778/home/114095332,HI Information Service,663743.0,N,Y,19.512536,-154.905977
PAST SALE,August-16-2022,Vacant Land,Colleen Cir,Pahoa,HI,96778,8000,,,Nanawale Estates Subdivision,,9909.0,,,,,Sold,,,https://www.redfin.com/HI/PAHOA/COLLEEN-CIR-96778/home/88395733,HI Information Service,658481.0,N,Y,19.493237,-154.914271
PAST SALE,September-30-2022,Vacant Land,Tutu Rd,Pahoa,HI,96778,10500,,,Nanawale Estates Subdivision,,8315.0,,,,,Sold,,,https://www.redfin.com/HI/PAHOA/TUTU-RD-96778/home/88441772,HI Information Service,660338.0,N,Y,19.494041,-154.914945
PAST SALE,October-28-2022,Vacant Land,Forest Rd,Pahoa,HI,96778,8000,,,Nanawale Estates Subdivision,,8040.0,,,,,Sold,,,https://www.redfin.com/HI/PAHOA/FOREST-RD-96778/home/88396211,HI Information Service,663261.0,N,Y,19.493283,-154.916737
PAST SALE,September-7-2022,Vacant Land,14-3420 Hilo Rd,Pahoa,HI,96778,8297,,,Nanawale Estates Subdivision,,8040.0,,,,,Sold,,,https://www.redfin.com/HI/Pahoa/14-3569-Hilo-Rd-96778/home/88397783,HI Information Service,663868.0,N,Y,19.5092798,-154.901772
PAST SALE,September-13-2022,Vacant Land,12-216 W Pohakupele Lp,Pahoa,HI,96778,45000,,,Kalapana Sea View Estates,,7784.0,,,,,Sold,,,https://www.redfin.com/HI/Pahoa/12-216-W-Pohakupele-Loop-96778/home/179356842,HI Information Service,661551.0,N,Y,19.4081675,-154.9249386
PAST SALE,October-10-2022,Vacant Land,14-3565 Holiday Rd,Pahoa,HI,96778,7750,,,Nanawale Estates Subdivision,,8103.0,,,,,Sold,,,https://www.redfin.com/HI/Pahoa/14-3565-Holiday-Rd-96778/home/88395603,HI Information Service,659267.0,N,Y,19.4951979,-154.9087593
PAST SALE,October-10-2022,Vacant Land,Holiday Rd,Pahoa,HI,96778,7750,,,Nanawale Estates Subdivision,,8040.0,,,,,Sold,,,https://www.redfin.com/HI/PAHOA/HOLIDAY-RD-96778/home/88395605,HI Information Service,659303.0,N,Y,19.495335,-154.908949
PAST SALE,August-29-2022,Vacant Land,15-2734 Aku St,Pahoa,HI,96778,35500,,,Hawaiian Beaches Subdivision,,21810.0,,,,,Sold,,,https://www.redfin.com/HI/Pahoa/15-2734-Aku-St-96778/home/88400325,HI Information Service,659287.0,N,Y,19.528273,-154.922717
PAST SALE,November-1-2022,Vacant Land,92-2236 Ocean View Pkwy,Ocean View,HI,96737,18000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-2236-Oceanview-Pkwy-96704/home/181900722,HI Information Service,665353.0,N,Y,19.1180681,-155.7759792
PAST SALE,October-12-2022,Vacant Land,92-6094 Orchid Cir Makai,Ocean View,HI,96737,17000,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-6094-Orchid-Cir-Makai-96737/home/180004924,HI Information Service,663060.0,N,Y,19.11752416,-155.77936724
PAST SALE,August-26-2022,Vacant Land,92-8544 Lurline Ln,Ocean View,HI,96737,6997,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8544-Lurline-LN-96737/home/178986362,HI Information Service,660630.0,N,Y,19.14532516,-155.73703934
PAST SALE,October-12-2022,Vacant Land,92-2328 Kailua Blvd,Ocean View,HI,96737,35000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-2328-Kailua-BLVD-96737/home/180320128,HI Information Service,663470.0,N,Y,19.12970099,-155.76138904
PAST SALE,October-6-2022,Vacant Land,Ohia Dr,Ocean View,HI,96737,6500,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/Ohia-Dr-96704/home/79167516,HI Information Service,663356.0,N,Y,19.13642092,-155.76387476
PAST SALE,September-16-2022,Single Family Residential,92-8244 Bamboo Ln,Ocean View,HI,96737,70000,,,Hove,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8244-Bamboo-Ln-96704/home/178957077,HI Information Service,660538.0,N,Y,19.0885399,-155.7487669
PAST SALE,October-21-2022,Vacant Land,34 Hukilau Dr Lot 34,Ocean View,HI,96737,12500,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/34-Hukilau-Dr-96704/unit-34/home/148268587,HI Information Service,665527.0,N,Y,19.1186632,-155.7625828
PAST SALE,November-7-2022,Single Family Residential,92-8617 Iwalani Pkwy,Ocean View,HI,96737,77000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-8617-Iwalani-PKWY-96737/home/172936549,HI Information Service,665731.0,N,Y,19.1400324,-155.74420031
PAST SALE,October-12-2022,Vacant Land,Luau Dr,Ocean View,HI,96737,26000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/Luau-Dr-96704/home/63904053,HI Information Service,700886.0,N,Y,19.09594996,-155.76476609
PAST SALE,September-15-2022,Vacant Land,88-1572 Elima Ave Lot Subdivision,Captain Cook,HI,96704,68000,,,Milolii Beach Lots Subdivision,,7731.0,,,,,Sold,,,https://www.redfin.com/HI/Captain-Cook/88-1572-Elima-Ave-96704/unit-Subdivision/home/181149642,HI Information Service,664420.0,N,Y,19.2078925,-155.8994743
PAST SALE,September-23-2022,Vacant Land,92-8569 Poha Dr,Ocean View,HI,96737,60000,,,Hovr,,130724.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-Poha-Dr-96704/home/88438021,HI Information Service,660042.0,N,Y,19.063942,-155.805961
PAST SALE,August-16-2022,Vacant Land,92-9218 Paradise Pkwy,Ocean View,HI,96737,22500,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-9218-Paradise-PKWY-96737/home/179471147,HI Information Service,660717.0,N,Y,19.12980466,-155.77882822
PAST SALE,September-15-2022,Vacant Land,92-9167 Paradise Pkwy,Ocean View,HI,96737,19000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-9167-Paradise-PKWY-96737/home/179968085,HI Information Service,662696.0,N,Y,19.12607152,-155.77864691
PAST SALE,September-2-2022,Vacant Land,Orchid Pkwy,Ocean View,HI,96737,25000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/OCEAN-VIEW/ORCHID-PKWY-96704/home/148245999,HI Information Service,660349.0,N,Y,19.089299,-155.769311
PAST SALE,October-19-2022,Vacant Land,Ele Paio Rd,Volcano,HI,96785,44000,,,Kilauea Settlement Association Lots,,20304.0,,,,,Sold,,,https://www.redfin.com/HI/Volcano/Elepaio-96785/home/79215185,HI Information Service,631193.0,N,Y,19.44394502,-155.24193083
PAST SALE,October-14-2022,Vacant Land,99-7727 Kaohelo Pl,Volcano,HI,96785,75000,,,Volcano Golf & Country Club Subdivision,,11394.0,,,,,Sold,,,https://www.redfin.com/HI/Volcano/99-7727-Kaohelo-Pl-96785/home/148213049,HI Information Service,664284.0,N,Y,19.44551272,-155.27791701
PAST SALE,September-6-2022,Vacant Land,92-2835 Mahimahi Dr,Ocean View,HI,96737,10000,,,Hove,,43604.0,,,,,Sold,,,https://www.redfin.com/HI/Ocean-View/92-2835-Mahimahi-DR-96737/home/180703860,HI Information Service,700916.0,N,Y,19.14493079,-155.73085487
PAST SALE,September-12-2022,Vacant Land,11-3746 Nahelenani St,Volcano,HI,96785,57000,,,Ohia Estates,,24850.0,,,,,Sold,,,https://www.redfin.com/HI/Volcano/11-3746-Nahelenani-ST-96785/home/180858078,HI Information Service,664139.0,N,Y,19.42626633,-155.21103823
PAST SALE,September-1-2022,Vacant Land,Lanai Rd,Pahoa,HI,96778,12000,,,Nanawale Estates Subdivision,,8040.0,,,,,Sold,,,https://www.redfin.com/HI/PAHOA/LANAI-RD-96778/home/88396772,HI Information Service,663559.0,N,Y,19.501094,-154.911928
PAST SALE,October-25-2022,Vacant Land,12-5374 Ala Lokelani,Pahoa,HI,96778,11500,,,Kalapana Vacation Lots,,7500.0,,,,,Sold,,,https://www.redfin.com/HI/Pahoa/12-5374-Ala-Lokelani-96778/home/181737967,HI Information Service,665154.0,N,Y,19.3482851,-154.985679
PAST SALE,September-8-2022,Condo/Co-op,2211 Ala Wai Blvd Unit P252,Honolulu,HI,96813,30000,0.0,,Waikiki,,,1976.0,,,34.0,Sold,,,https://www.redfin.com/HI/Honolulu/2211-Ala-Wai-Blvd-96815/unit-P252/home/180566271,HiCentral MLS,202213649.0,N,Y,21.2823806,-157.8269389
PAST SALE,August-28-2022,Condo/Co-op,417 Nohonani St #312,Honolulu,HI,96815,85000,1.0,1.0,Waikiki,468.0,15594.0,1959.0,,182.0,517.0,Sold,,,https://www.redfin.com/HI/Honolulu/417-Nohonani-St-96815/unit-312/home/63750924,HiCentral MLS,202204810.0,N,Y,21.2799611,-157.8258444
PAST SALE,September-29-2022,Condo/Co-op,417 Nohonani St #205,Honolulu,HI,96815,90000,1.0,1.0,Waikiki,468.0,15594.0,1959.0,,192.0,518.0,Sold,,,https://www.redfin.com/HI/Honolulu/417-Nohonani-St-96815/unit-205/home/63763325,HiCentral MLS,202208784.0,N,Y,21.2799611,-157.8258444
PAST SALE,October-16-2022,Condo/Co-op,417 Nohonani St #307,Honolulu,HI,96815,72000,1.0,1.0,Waikiki,569.0,,1959.0,,127.0,485.0,Sold,,,https://www.redfin.com/HI/Honolulu/417-Nohonani-St-96815/unit-307/home/63837951,HiCentral MLS,202213326.0,N,Y,21.2799611,-157.8258444
PAST SALE,October-13-2022,Condo/Co-op,410 Nahua St #214,Honolulu,HI,96815,81000,1.0,1.0,Waikiki,468.0,,1959.0,,173.0,1018.0,Sold,,,https://www.redfin.com/HI/Honolulu/410-Nahua-St-96815/unit-214/home/63851297,HiCentral MLS,202218889.0,N,Y,21.2794623,-157.8254411
PAST SALE,,Single Family Residential,2106 Palolo Ave,Honolulu,HI,96816,85000,7.0,2.0,,5000.0,79240.0,1978.0,,17.0,,,,,https://www.redfin.com/HI/Honolulu/2106-Palolo-Ave-96816/home/88522452,,,N,Y,21.3018199,-157.7950365
PAST SALE,August-25-2022,Vacant Land,SCHMIDT SUBDIVISION,Kurtistown,HI,96760,94000,,,Schmidt Subdivision,,39473.0,,,,,Sold,,,https://www.redfin.com/HI/Kurtistown/Schmidt-Subdivision-96760/home/146416891,HI Information Service,656041.0,N,Y,19.60032091,-155.05498225
PAST SALE,September-5-2022,Vacant Land,18-4199 Heno St,Mountain View,HI,96771,13297,,,Pacific Paradise Mountain View Manor,,8335.0,,,,,Sold,,,https://www.redfin.com/HI/Mountain-View/18-Heno-St-96771/home/180777717,HI Information Service,663866.0,N,Y,19.5382255,-155.1394351
PAST SALE,November-2-2022,Vacant Land,38th Ave Lot 18,Keaau,HI,96749,85000,,,Orchid Land Estates,,130680.0,,,,,Sold,,,https://www.redfin.com/HI/Keaau/18-38th-Ave-96749/unit-18/home/182112088,HI Information Service,665493.0,N,Y,19.5463715,-155.0055735
PAST SALE,August-21-2022,Condo/Co-op,2450 Prince Edward St Unit 1106A,Honolulu,HI,96815,90000,0.0,1.0,Waikiki,208.0,9670.0,1975.0,,433.0,479.0,Sold,,,https://www.redfin.com/HI/Honolulu/2450-Prince-Edward-St-96815/unit-1106A/home/63806896,HiCentral MLS,202211658.0,N,Y,21.2759207,-157.823376
PAST SALE,October-12-2022,Condo/Co-op,2450 Prince Edward St Unit 1202A,Honolulu,HI,96815,95000,0.0,1.0,Waikiki,120.0,9670.0,1972.0,,792.0,276.0,Sold,,,https://www.redfin.com/HI/Honolulu/2450-Prince-Edward-St-96815/unit-1202A/home/63832275,HiCentral MLS,202219100.0,N,Y,21.2759207,-157.823376
PAST SALE,October-23-2022,Condo/Co-op,2450 Prince Edward St Unit 1105A,Honolulu,HI,96815,99000,0.0,1.0,Waikiki,208.0,9670.0,1975.0,,476.0,479.0,Sold,,,https://www.redfin.com/HI/Honolulu/2450-Prince-Edward-St-96815/unit-1105A/home/91476078,HiCentral MLS,202219536.0,N,Y,21.2759207,-157.823376
PAST SALE,October-25-2022,Vacant Land,4th Ave (awapuhi),Keaau,HI,96749,81000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Hawaiian-Paradise-Park/Unknown-96749/home/180292779,HI Information Service,663284.0,N,Y,19.58949821,-154.94143732
PAST SALE,September-2-2022,Vacant Land,5th Ave (ekaha) #179220,Keaau,HI,96749,85000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Hawaiian-Paradise-Park/5th-St-96749/unit-179220/home/79217511,HI Information Service,662903.0,N,Y,19.59940934,-154.95652853
PAST SALE,October-12-2022,Condo/Co-op,425 Ena Rd Unit 707A,Honolulu,HI,96815,97000,1.0,1.0,Waikiki,588.0,,1958.0,,165.0,574.0,Sold,,,https://www.redfin.com/HI/Honolulu/425-Ena-Rd-96815/unit-707A/home/63749508,HiCentral MLS,202216985.0,N,Y,21.2864006,-157.835811
PAST SALE,October-16-2022,Condo/Co-op,425 Ena Rds Unit 403A,Honolulu,HI,96815,93000,1.0,1.0,Waikiki,500.0,,1958.0,,186.0,512.0,Sold,,,https://www.redfin.com/HI/Honolulu/425-Ena-Rd-96815/unit-403A/home/63981695,HiCentral MLS,202204868.0,N,Y,21.2864006,-157.835811
PAST SALE,August-15-2022,Condo/Co-op,425 Ena Rd Unit 801B,Honolulu,HI,96815,95000,1.0,1.0,Waikiki,588.0,,1958.0,,162.0,559.0,Sold,,,https://www.redfin.com/HI/Honolulu/425-Ena-Rd-96815/unit-801B/home/91475281,HiCentral MLS,202211105.0,N,Y,21.2864006,-157.835811
PAST SALE,October-13-2022,Vacant Land,4th Ave (awapuhi),Keaau,HI,96749,70000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Hawaiian-Paradise-Park/Unknown-96749/home/178960971,HI Information Service,660573.0,N,Y,19.59704091,-154.95065063
PAST SALE,August-18-2022,Vacant Land,4th Ave (awapuhi),Keaau,HI,96749,90000,,,Hawaiian Paradise Park,,43560.0,,,,33.0,Sold,,,https://www.redfin.com/HI/Hawaiian-Paradise-Park/Unknown-96749/home/178783917,HI Information Service,660289.0,N,Y,19.59878526,-154.9511368
PAST SALE,November-3-2022,Vacant Land,6th Ave (hialoa),Keaau,HI,96749,80000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Hawaiian-Paradise-Park/Hialoa-St-96749/home/79163210,HI Information Service,665161.0,N,Y,19.58985384,-154.9462921
PAST SALE,October-14-2022,Vacant Land,4th Ave (awapuhi),Keaau,HI,96749,75000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Hawaiian-Paradise-Park/Unknown-96749/home/180372380,HI Information Service,663542.0,N,Y,19.58727712,-154.93862631
PAST SALE,September-6-2022,Vacant Land,S Moana St,Pahoa,HI,96778,18000,,,Hawaiian Shores Recreational Estates,,12040.0,,,,,Sold,,,https://www.redfin.com/HI/PAHOA/S-MOANA-ST-96778/home/88401189,HI Information Service,662742.0,N,Y,19.54777,-154.898832
PAST SALE,October-19-2022,Vacant Land,15-1505 14th Ave (laamia),Keaau,HI,96749,77000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Keaau/15-1505-14th-Ave-96749/home/181910487,HI Information Service,665499.0,N,Y,19.5958744,-154.9782871
PAST SALE,September-14-2022,Vacant Land,15th Ave (lai),Keaau,HI,96749,70000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Hawaiian-Paradise-Park/15th-Ave-96749/home/146085445,HI Information Service,663297.0,N,Y,19.58184293,-154.96553844
PAST SALE,October-4-2022,Vacant Land,15-1856 2nd Ave (aloe),Keaau,HI,96749,95000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Keaau/15-1856-2nd-Ave-96749/home/181331198,HI Information Service,664629.0,N,Y,19.5964977,-154.9439541
PAST SALE,August-24-2022,Condo/Co-op,4999 Kahala Ave #207,Honolulu,HI,96816,91000,2.0,1.0,Waialae G/c,1465.0,291024.0,1966.0,,62.0,1111.0,Sold,,,https://www.redfin.com/HI/Honolulu/4999-Kahala-Ave-96816/unit-207/home/63750880,HiCentral MLS,202210307.0,N,Y,21.2713715,-157.7752437
PAST SALE,August-17-2022,Condo/Co-op,4999 Kahala Ave #464,Honolulu,HI,96816,90000,2.0,2.0,Waialae G/c,1258.0,,1966.0,,72.0,1205.0,Sold,,,https://www.redfin.com/HI/Honolulu/4999-Kahala-Ave-96816/unit-464/home/63828404,HiCentral MLS,202209632.0,N,Y,21.2713715,-157.7752437
PAST SALE,October-20-2022,Vacant Land,16-1930 Aloha Ct,Kurtistown,HI,96760,29500,,,Tiki Gardens,,8100.0,,,,,Sold,,,https://www.redfin.com/HI/Kurtistown/16-1930-Aloha-CT-96760/home/177857923,HI Information Service,662658.0,N,Y,19.53527312,-154.9994057
PAST SALE,October-16-2022,Condo/Co-op,235 Liliuokalani Ave #132,Honolulu,HI,96815,100000,0.0,1.0,Waikiki,323.0,13547.0,1960.0,,310.0,486.0,Sold,,,https://www.redfin.com/HI/Honolulu/235-Liliuokalani-Ave-96815/unit-132/home/63828861,HiCentral MLS,202219463.0,N,Y,21.2760347,-157.8213268
PAST SALE,August-16-2022,Vacant Land,37 37th Ave,Keaau,HI,96749,82000,0.0,,Orchid Land Est,,87120.0,,,,,Sold,,,https://www.redfin.com/HI/Keaau/37-37th-Ave-96749/home/181147671,HiCentral MLS,202211923.0,N,Y,19.5526045,-155.0029204
PAST SALE,August-16-2022,Vacant Land,34th Ave,Keaau,HI,96760,59500,,,Orchid Land Estates,,45912.0,,,,,Sold,,,https://www.redfin.com/HI/Keaau/34th-AVE-96760/home/179992076,HI Information Service,663002.0,N,Y,19.55560582,-154.99273849
PAST SALE,September-23-2022,Vacant Land,22nd Ave (nanialii),Keaau,HI,96749,90000,,,Hawaiian Paradise Park,,43560.0,,,,,Sold,,,https://www.redfin.com/HI/Keaau/22nd-Ave-nanialii-96749/home/173428336,HI Information Service,663951.0,N,Y,19.58620894,-154.99071557
PAST SALE,October-12-2022,Vacant Land,Mapuana St,Keaau,HI,96760,80000,,,Orchid Land Estates,,130680.0,,,,,Sold,,,https://www.redfin.com/HI/Kurtistown/Mapuana-St-96760/home/79215778,HI Information Service,664093.0,N,Y,19.57728491,-155.02239455
PAST SALE,September-30-2022,Vacant Land,16-2705 Ainaloa Dr,Pahoa,HI,96778,22500,,,Ainaloa,,12000.0,,,,,Sold,,,https://www.redfin.com/HI/Pahoa/16-2705-Ainaloa-Dr-96778/home/148280952,HI Information Service,659329.0,N,Y,19.5084008,-155.0058786
PAST SALE,October-18-2022,Vacant Land,35th Ave,Pahoa,HI,96778,75000,,,Orchid Land Estates,,87120.0,,,,,Sold,,,https://www.redfin.com/HI/Pahoa/35th-Ave-96778/home/148229889,HI Information Service,664259.0,N,Y,19.54103455,-154.9813823
